date,datetime,stockid,userid,artid,reply,likes,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2021-08-16,2021/08/16 21:18,2013,5884422,130508651,38,34,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 20:49,2013,7453813,130505347,6,112,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 20:35,2013,10286482,130503695,0,2,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 19:42,2013,680138,130498510,6,16,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 18:05,2013,4309899,130490867,19,144,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 17:08,2013,5443397,130484232,2,10,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 14:36,2013,421190,130465985,97,1099,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 13:59,2013,12061360,130460834,3,0,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 13:28,2013,5884422,130456545,5,44,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 13:18,2013,831882,130455118,3,6,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 13:16,2013,700463,130454932,0,4,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 12:57,2013,1323971,130452318,3,6,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 12:24,2013,2077970,130447742,1,9,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 11:56,2013,831882,130443728,8,9,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 11:53,2013,4830405,130443235,1,7,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 10:47,2013,8887976,130433805,3,13,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 10:24,2013,831882,130430028,5,4,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 10:24,2013,1284371,130429921,0,1,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 10:20,2013,11615734,130429285,3,7,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 10:15,2013,7758725,130428409,1,8,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 09:50,2013,11615734,130423844,1,6,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-16,2021/08/16 09:05,2013,831882,130417895,2,4,2013,27761910.0,1395914909.0,48.4,52.7,48.25,50.9,2.95,14415.0
2021-08-15,2021/08/15 17:22,2013,5526454,130381647,13,159,,,,,,,,,
2021-08-15,2021/08/15 16:20,2013,12371997,130378492,10,0,,,,,,,,,
2021-08-15,2021/08/15 11:54,2013,7857433,130363086,33,109,,,,,,,,,
2021-08-14,2021/08/14 23:09,2013,7192751,130342970,4,17,,,,,,,,,
2021-08-14,2021/08/14 14:56,2013,5234511,130318208,45,295,,,,,,,,,
2021-08-13,2021/08/13 10:58,2013,11615734,130199903,0,11,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-13,2021/08/13 10:55,2013,10336446,130199442,0,8,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-13,2021/08/13 10:11,2013,12702280,130192160,2,1,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-13,2021/08/13 10:05,2013,11910950,130191110,9,36,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-13,2021/08/13 09:56,2013,5040305,130189027,4,1,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-13,2021/08/13 09:18,2013,831882,130182316,0,5,2013,9685403.0,470005902.0,48.3,49.5,47.2,47.95,0.35,5648.0
2021-08-12,2021/08/12 18:52,2013,831882,130130316,0,9,2013,4841939.0,229583214.0,46.55,47.9,46.4,47.6,1.2,2872.0
2021-08-12,2021/08/12 14:02,2013,5040305,130096835,5,5,2013,4841939.0,229583214.0,46.55,47.9,46.4,47.6,1.2,2872.0
2021-08-12,2021/08/12 11:28,2013,4546506,130072150,0,16,2013,4841939.0,229583214.0,46.55,47.9,46.4,47.6,1.2,2872.0
2021-08-12,2021/08/12 03:45,2013,3761731,130035344,1,2,2013,4841939.0,229583214.0,46.55,47.9,46.4,47.6,1.2,2872.0
2021-08-12,2021/08/12 01:02,2013,700463,130030770,2,2,2013,4841939.0,229583214.0,46.55,47.9,46.4,47.6,1.2,2872.0
2021-08-11,2021/08/11 18:34,2013,515943,129989964,0,6,2013,6171936.0,290574508.0,46.8,47.75,46.15,46.4,-0.05,3644.0
2021-08-11,2021/08/11 13:20,2013,5741919,129943269,1,14,2013,6171936.0,290574508.0,46.8,47.75,46.15,46.4,-0.05,3644.0
2021-08-11,2021/08/11 11:48,2013,468509,129925641,2,12,2013,6171936.0,290574508.0,46.8,47.75,46.15,46.4,-0.05,3644.0
2021-08-11,2021/08/11 11:27,2013,11115288,129921328,0,1,2013,6171936.0,290574508.0,46.8,47.75,46.15,46.4,-0.05,3644.0
2021-08-11,2021/08/11 08:29,2013,552598,129891053,9,41,2013,6171936.0,290574508.0,46.8,47.75,46.15,46.4,-0.05,3644.0
2021-08-09,2021/08/09 23:53,2013,2142600,129729704,7,37,2013,4726644.0,217312973.0,44.65,46.85,44.65,46.35,1.75,2782.0
2021-08-09,2021/08/09 23:44,2013,2142600,129729053,6,21,2013,4726644.0,217312973.0,44.65,46.85,44.65,46.35,1.75,2782.0
2021-08-09,2021/08/09 18:09,2013,11377230,129692518,9,52,2013,4726644.0,217312973.0,44.65,46.85,44.65,46.35,1.75,2782.0
2021-08-09,2021/08/09 08:46,2013,5060170,129602888,0,5,2013,4726644.0,217312973.0,44.65,46.85,44.65,46.35,1.75,2782.0
2021-08-08,2021/08/08 23:41,2013,586878,129588885,0,1,,,,,,,,,
2021-08-08,2021/08/08 10:55,2013,5060170,129552999,0,8,,,,,,,,,
2021-08-06,2021/08/06 10:18,2013,6829820,129382779,1,3,2013,825417.0,36857787.0,44.35,45.1,43.95,44.6,0.1,552.0
2021-08-04,2021/08/04 12:05,2013,744599,129130251,3,2,2013,556930.0,24632628.0,44.15,44.4,43.9,44.4,0.25,350.0
2021-08-03,2021/08/03 11:24,2013,5050158,129003589,32,143,2013,374724.0,16491806.0,43.85,44.15,43.85,44.15,0.05,300.0
2021-08-01,2021/08/01 09:47,2013,4486120,128808424,5,2,,,,,,,,,
2021-07-31,2021/07/31 15:33,2013,5908529,128772940,2,20,,,,,,,,,
2021-07-31,2021/07/31 07:35,2013,5050158,128750289,132,258,,,,,,,,,
2021-07-29,2021/07/29 17:08,2013,5050158,128580263,204,0,2013,632310.0,27365411.0,43.15,43.65,43.0,43.6,0.55,425.0
2021-07-27,2021/07/27 11:42,2013,3714994,128238750,4,5,2013,757396.0,32922035.0,43.6,43.8,43.35,43.4,-0.5,512.0
2021-07-25,2021/07/25 09:27,2013,7192751,128015613,1,31,,,,,,,,,
2021-07-20,2021/07/20 23:04,2013,11935636,127462084,0,2,2013,1121344.0,49896242.0,45.0,45.2,44.0,44.45,-0.85,798.0
2021-07-20,2021/07/20 08:01,2013,552598,127336978,6,56,2013,1121344.0,49896242.0,45.0,45.2,44.0,44.45,-0.85,798.0
2021-07-19,2021/07/19 17:35,2013,4221860,127278704,2,0,2013,1397997.0,63582800.0,45.05,46.0,45.0,45.3,0.3,880.0
2021-07-19,2021/07/19 09:40,2013,6072774,127199921,9,15,2013,1397997.0,63582800.0,45.05,46.0,45.0,45.3,0.3,880.0
2021-07-16,2021/07/16 01:40,2013,744599,126908748,3,7,2013,712023.0,32022919.0,45.1,45.3,44.7,45.0,-0.2,468.0
2021-07-15,2021/07/15 22:30,2013,2142600,126892029,10,65,2013,1564927.0,70339010.0,44.0,45.8,44.0,45.2,1.25,919.0
2021-07-15,2021/07/15 17:05,2013,4407427,126853186,2,12,2013,1564927.0,70339010.0,44.0,45.8,44.0,45.2,1.25,919.0
2021-07-15,2021/07/15 12:53,2013,6645435,126807930,1,3,2013,1564927.0,70339010.0,44.0,45.8,44.0,45.2,1.25,919.0
2021-07-14,2021/07/14 22:17,2013,9980456,126724584,5,0,2013,1582338.0,69107624.0,44.6,44.75,43.1,43.95,-0.55,993.0
2021-07-14,2021/07/14 08:49,2013,5060170,126589769,4,4,2013,1582338.0,69107624.0,44.6,44.75,43.1,43.95,-0.55,993.0
2021-07-14,2021/07/14 08:44,2013,0,126589238,21,0,2013,1582338.0,69107624.0,44.6,44.75,43.1,43.95,-0.55,993.0
2021-07-13,2021/07/13 08:08,2013,552598,126411913,5,45,2013,1895300.0,84731295.0,45.45,45.65,44.4,44.5,-0.85,1225.0
2021-07-12,2021/07/12 10:23,2013,6645435,126273608,4,1,2013,2023378.0,93204861.0,47.4,47.4,45.2,45.35,0.35,1032.0
2021-07-12,2021/07/12 09:14,2013,1620954,126259937,0,7,2013,2023378.0,93204861.0,47.4,47.4,45.2,45.35,0.35,1032.0
2021-07-12,2021/07/12 08:10,2013,552598,126252410,3,66,2013,2023378.0,93204861.0,47.4,47.4,45.2,45.35,0.35,1032.0
2021-07-09,2021/07/09 17:51,2013,0,126073658,10,0,2013,1132748.0,51135657.0,45.05,45.65,45.0,45.0,-0.45,710.0
2021-07-09,2021/07/09 16:22,2013,0,126060855,24,0,2013,1132748.0,51135657.0,45.05,45.65,45.0,45.0,-0.45,710.0
2021-07-09,2021/07/09 08:19,2013,552598,125973533,3,72,2013,1132748.0,51135657.0,45.05,45.65,45.0,45.0,-0.45,710.0
2021-07-07,2021/07/07 12:44,2013,3714994,125700313,0,2,2013,1842434.0,83613882.0,46.0,46.05,45.05,45.1,-0.9,1170.0
2021-07-07,2021/07/07 10:50,2013,700463,125677596,2,0,2013,1842434.0,83613882.0,46.0,46.05,45.05,45.1,-0.9,1170.0
2021-07-07,2021/07/07 10:33,2013,7870395,125674474,9,19,2013,1842434.0,83613882.0,46.0,46.05,45.05,45.1,-0.9,1170.0
2021-07-07,2021/07/07 10:26,2013,7883682,125673218,0,1,2013,1842434.0,83613882.0,46.0,46.05,45.05,45.1,-0.9,1170.0
2021-07-05,2021/07/05 17:50,2013,4486120,125451196,3,6,2013,3813821.0,178061044.0,46.2,47.6,46.1,46.4,0.5,2134.0
2021-07-04,2021/07/04 19:21,2013,11935636,125327677,2,10,,,,,,,,,
2021-07-03,2021/07/03 20:14,2013,4486120,125274846,11,38,,,,,,,,,
2021-07-03,2021/07/03 20:13,2013,4486120,125274816,1,9,,,,,,,,,
2021-07-03,2021/07/03 20:13,2013,4486120,125274792,1,8,,,,,,,,,
2021-07-02,2021/07/02 12:26,2013,6645435,125153682,0,3,2013,5040479.0,232947242.0,46.5,47.25,45.6,45.9,-0.95,2745.0
2021-07-02,2021/07/02 11:03,2013,9850426,125142016,2,2,2013,5040479.0,232947242.0,46.5,47.25,45.6,45.9,-0.95,2745.0
2021-07-01,2021/07/01 13:50,2013,4997999,125031531,8,5,2013,8461700.0,398414224.0,48.05,48.85,46.0,46.85,-1.2,4925.0
2021-07-01,2021/07/01 11:40,2013,6645435,125007109,5,1,2013,8461700.0,398414224.0,48.05,48.85,46.0,46.85,-1.2,4925.0
2021-07-01,2021/07/01 10:40,2013,7883682,124995000,0,2,2013,8461700.0,398414224.0,48.05,48.85,46.0,46.85,-1.2,4925.0
2021-06-30,2021/06/30 13:25,2013,7146006,124879424,4,6,2013,20903968.0,1022962459.0,48.3,49.9,47.8,48.05,0.15,11410.0
2021-06-30,2021/06/30 09:42,2013,12240245,124836128,2,1,2013,20903968.0,1022962459.0,48.3,49.9,47.8,48.05,0.15,11410.0
2021-06-30,2021/06/30 08:12,2013,552598,124824784,4,59,2013,20903968.0,1022962459.0,48.3,49.9,47.8,48.05,0.15,11410.0
2021-06-29,2021/06/29 22:19,2013,5060170,124802203,1,5,2013,25362914.0,1202121637.0,46.05,49.55,44.9,47.9,2.45,13916.0
2021-06-29,2021/06/29 22:14,2013,5060170,124801704,1,4,2013,25362914.0,1202121637.0,46.05,49.55,44.9,47.9,2.45,13916.0
2021-06-29,2021/06/29 20:24,2013,1998007,124790160,18,162,2013,25362914.0,1202121637.0,46.05,49.55,44.9,47.9,2.45,13916.0
2021-06-29,2021/06/29 11:20,2013,3714994,124712979,17,4,2013,25362914.0,1202121637.0,46.05,49.55,44.9,47.9,2.45,13916.0
2021-06-29,2021/06/29 07:57,2013,552598,124682265,11,58,2013,25362914.0,1202121637.0,46.05,49.55,44.9,47.9,2.45,13916.0
2021-06-28,2021/06/28 13:26,2013,7146006,124599224,2,4,2013,9903099.0,442382678.0,43.15,45.95,43.1,45.45,2.65,5778.0
2021-06-28,2021/06/28 12:22,2013,7758725,124587458,1,2,2013,9903099.0,442382678.0,43.15,45.95,43.1,45.45,2.65,5778.0
2021-06-28,2021/06/28 09:55,2013,1082415,124561667,0,2,2013,9903099.0,442382678.0,43.15,45.95,43.1,45.45,2.65,5778.0
2021-06-25,2021/06/25 19:47,2013,5137159,124399743,2,9,2013,1378863.0,59401208.0,43.5,43.55,42.7,42.8,0.0,958.0
2021-06-25,2021/06/25 02:27,2013,3797275,124296043,6,7,2013,1378863.0,59401208.0,43.5,43.55,42.7,42.8,0.0,958.0
2021-06-24,2021/06/24 21:39,2013,11935636,124278127,3,9,2013,2188006.0,94349984.0,42.7,43.8,42.4,42.8,0.1,1328.0
2021-06-24,2021/06/24 19:54,2013,5060170,124268336,1,6,2013,2188006.0,94349984.0,42.7,43.8,42.4,42.8,0.1,1328.0
2021-06-22,2021/06/22 10:28,2013,8836009,123909262,15,492,2013,5581750.0,242510404.0,42.2,44.75,42.2,42.75,1.0,3343.0
2021-06-22,2021/06/22 09:34,2013,1620954,123898685,5,7,2013,5581750.0,242510404.0,42.2,44.75,42.2,42.75,1.0,3343.0
2021-06-16,2021/06/16 11:54,2013,5060170,123274608,0,7,2013,1045089.0,43682238.0,42.5,42.8,42.05,42.1,-0.4,609.0
2021-06-13,2021/06/13 00:05,2013,7192751,123016079,3,31,,,,,,,,,
2021-06-12,2021/06/12 08:08,2013,10174856,122972287,5,18,,,,,,,,,
2021-06-12,2021/06/12 07:47,2013,10174856,122971632,0,45,,,,,,,,,
2021-06-12,2021/06/12 07:14,2013,1620954,122970832,2,10,,,,,,,,,
2021-06-10,2021/06/10 10:00,2013,8887976,122725894,3,10,2013,1087954.0,45820268.0,41.75,42.8,41.6,42.5,0.75,746.0
2021-06-09,2021/06/09 18:05,2013,8258892,122661622,17,79,2013,974826.0,40940045.0,42.8,42.8,41.6,41.75,-0.75,726.0
2021-06-08,2021/06/08 07:53,2013,7503732,122451160,0,37,2013,795532.0,33846324.0,42.2,42.9,42.2,42.5,0.1,579.0
2021-06-06,2021/06/06 19:38,2013,1085263,122297674,0,2,,,,,,,,,
2021-06-06,2021/06/06 17:43,2013,5409244,122290260,3,38,,,,,,,,,
2021-06-04,2021/06/04 07:58,2013,552598,122060565,8,47,2013,6628134.0,294176319.0,43.8,45.5,43.5,43.7,0.35,3775.0
2021-05-31,2021/05/31 16:25,2013,1620954,121564610,5,12,2013,5615378.0,247156171.0,43.5,44.9,43.0,43.25,0.15,3201.0
2021-05-31,2021/05/31 01:34,2013,866416,121484926,1,9,2013,5615378.0,247156171.0,43.5,44.9,43.0,43.25,0.15,3201.0
2021-05-28,2021/05/28 10:55,2013,4354488,121253200,3,5,2013,6483601.0,281871965.0,42.0,44.4,41.7,43.1,1.65,3759.0
2021-05-27,2021/05/27 07:25,2013,552598,121106918,8,76,2013,1389415.0,57741591.0,41.5,42.05,41.3,41.45,0.15,824.0
2021-05-24,2021/05/24 08:33,2013,5060170,120787181,0,3,2013,1155666.0,47145641.0,40.45,41.3,40.0,40.9,0.15,793.0
2021-05-23,2021/05/23 23:24,2013,6061286,120776324,3,64,,,,,,,,,
2021-05-21,2021/05/21 06:51,2013,131486,120573844,0,2,2013,1759981.0,71281005.0,40.5,41.15,39.8,40.75,0.7,1064.0
2021-05-19,2021/05/19 06:58,2013,4604657,120377489,1,33,2013,5990610.0,246057515.0,39.8,42.45,39.7,41.35,1.9,3560.0
2021-05-18,2021/05/18 16:27,2013,11008993,120332794,14,31,2013,3823728.0,148134524.0,36.5,39.45,36.5,39.45,3.55,2173.0
2021-05-14,2021/05/14 14:44,2013,5351293,119917212,1,10,2013,3505439.0,137938239.0,40.3,40.75,38.2,39.35,-0.3,2143.0
2021-05-14,2021/05/14 12:01,2013,897575,119890362,2,29,2013,3505439.0,137938239.0,40.3,40.75,38.2,39.35,-0.3,2143.0
2021-05-14,2021/05/14 09:30,2013,6596581,119864024,1,14,2013,3505439.0,137938239.0,40.3,40.75,38.2,39.35,-0.3,2143.0
2021-05-13,2021/05/13 07:49,2013,4850777,119713432,1,0,2013,4464662.0,176650220.0,39.35,41.3,38.0,39.65,-1.9,2649.0
2021-05-12,2021/05/12 17:41,2013,5060170,119653206,1,3,2013,6937108.0,294746232.0,45.8,46.2,41.35,41.55,-4.35,4118.0
2021-05-12,2021/05/12 16:16,2013,4893933,119641465,0,3,2013,6937108.0,294746232.0,45.8,46.2,41.35,41.55,-4.35,4118.0
2021-05-11,2021/05/11 21:35,2013,6094422,119520951,3,15,2013,7450994.0,353777065.0,47.7,49.0,45.2,45.9,-2.3,4675.0
2021-05-11,2021/05/11 07:23,2013,1544237,119395709,0,4,2013,7450994.0,353777065.0,47.7,49.0,45.2,45.9,-2.3,4675.0
2021-05-10,2021/05/10 11:22,2013,11008993,119286010,0,13,2013,8572807.0,408206815.0,47.0,48.45,46.1,48.2,1.6,5010.0
2021-05-09,2021/05/09 12:04,2013,1729452,119197528,10,147,,,,,,,,,
2021-05-08,2021/05/08 21:15,2013,5451329,119160242,13,105,,,,,,,,,
2021-05-07,2021/05/07 13:35,2013,4241139,119002824,2,4,2013,6939958.0,323701151.0,48.0,48.4,45.7,46.6,-1.9,4229.0
2021-05-07,2021/05/07 10:25,2013,687423,118964265,2,14,2013,6939958.0,323701151.0,48.0,48.4,45.7,46.6,-1.9,4229.0
2021-05-06,2021/05/06 16:53,2013,6671333,118854464,8,130,2013,9528572.0,463042884.0,47.55,49.8,47.0,48.5,1.0,5490.0
2021-05-06,2021/05/06 16:10,2013,358856,118847356,2,9,2013,9528572.0,463042884.0,47.55,49.8,47.0,48.5,1.0,5490.0
2021-05-05,2021/05/05 18:36,2013,5060170,118705139,1,5,2013,7711409.0,365562516.0,44.0,48.7,43.95,47.5,2.5,4705.0
2021-05-05,2021/05/05 14:29,2013,6671333,118673347,17,166,2013,7711409.0,365562516.0,44.0,48.7,43.95,47.5,2.5,4705.0
2021-05-05,2021/05/05 13:02,2013,5032726,118659591,0,6,2013,7711409.0,365562516.0,44.0,48.7,43.95,47.5,2.5,4705.0
2021-05-05,2021/05/05 11:54,2013,2344095,118647664,0,2,2013,7711409.0,365562516.0,44.0,48.7,43.95,47.5,2.5,4705.0
2021-05-05,2021/05/05 10:30,2013,11008993,118633966,0,6,2013,7711409.0,365562516.0,44.0,48.7,43.95,47.5,2.5,4705.0
2021-05-02,2021/05/02 22:40,2013,685008,118296195,0,1,,,,,,,,,
2021-05-02,2021/05/02 14:44,2013,2142600,118265279,0,25,,,,,,,,,
2021-05-01,2021/05/01 17:08,2013,10250949,118211503,13,66,,,,,,,,,
2021-04-30,2021/04/30 01:34,2013,8313163,118095930,1,39,,,,,,,,,
2021-04-29,2021/04/29 22:43,2013,5451329,118085575,4,106,2013,7604559.0,364709810.0,47.3,48.6,46.75,48.55,1.6,4261.0
2021-04-29,2021/04/29 14:42,2013,7503732,118025381,0,22,2013,7604559.0,364709810.0,47.3,48.6,46.75,48.55,1.6,4261.0
2021-04-29,2021/04/29 11:10,2013,6436654,117983409,1,4,2013,7604559.0,364709810.0,47.3,48.6,46.75,48.55,1.6,4261.0
2021-04-29,2021/04/29 11:08,2013,6436654,117983071,0,5,2013,7604559.0,364709810.0,47.3,48.6,46.75,48.55,1.6,4261.0
2021-04-29,2021/04/29 09:38,2013,8036731,117963764,0,3,2013,7604559.0,364709810.0,47.3,48.6,46.75,48.55,1.6,4261.0
2021-04-28,2021/04/28 08:31,2013,5852511,117783045,21,57,2013,3618174.0,169902867.0,47.6,47.6,46.65,46.95,-0.6,2215.0
2021-04-27,2021/04/27 23:09,2013,5852511,117760227,11,145,2013,4046830.0,192689740.0,48.25,48.45,47.2,47.55,-0.6,2334.0
2021-04-27,2021/04/27 22:19,2013,517719,117754276,0,14,2013,4046830.0,192689740.0,48.25,48.45,47.2,47.55,-0.6,2334.0
2021-04-27,2021/04/27 19:39,2013,5060170,117730901,0,3,2013,4046830.0,192689740.0,48.25,48.45,47.2,47.55,-0.6,2334.0
2021-04-27,2021/04/27 19:10,2013,8887976,117725405,0,0,2013,4046830.0,192689740.0,48.25,48.45,47.2,47.55,-0.6,2334.0
2021-04-26,2021/04/26 11:18,2013,5821582,117492971,1,13,2013,4862407.0,234208715.0,47.55,49.0,47.2,48.15,0.7,2976.0
2021-04-26,2021/04/26 10:15,2013,5994130,117482138,4,11,2013,4862407.0,234208715.0,47.55,49.0,47.2,48.15,0.7,2976.0
2021-04-23,2021/04/23 20:53,2013,10365623,117296972,3,0,2013,6783762.0,323336090.0,49.0,49.55,46.7,47.45,-1.55,4373.0
2021-04-23,2021/04/23 18:03,2013,4616812,117278147,15,16,2013,6783762.0,323336090.0,49.0,49.55,46.7,47.45,-1.55,4373.0
